"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Grecia","GRC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","","","","","0.4","","","0.4","0.5","0.2","0.3","0.4","0.3","0.5","0.7","0.9","0.6","0.3","0.8","0.8","0.6","0.4","0.1","0.4","","",
"Granada","GRD","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Groenlandia","GRL","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6","","","17.7","","","","","","","","","5.1","","3.3","","","","","","3.8","","","","","","","","2.6","","","","","","","",
"Guam","GUM","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","","","","","","5.8","","","","","","","","","","","","","","","","","","","","","","","",
"Ingreso alto","HIC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.3","0.3","0.4","0.3","0.3","0.4","0.3","0.4","0.4","0.4","0.4","0.3","0.4","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","","",
"Hong Kong, Región Administrativa Especial","HKG","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5","21.2","13.8","11.1","9.1","10.9","11.4","13.7","8","13.3","13.2","","9.1","10.3","12.9","12.3","13.3","10.8","6.7","6.8","4.9","5.5","6.3","7.6","6","5","5","6.2","5.7","5.8","5","","",
"Países pobres muy endeudados (PPME)","HPC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croacia","HRV","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.9","0.4","0.5","0.5","0.6","0.4","0.3","0.3","0.2","0.2","","",
"Haití","HTI","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","",
"Hungría","HUN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.3","0.1","0","0","0","0","0","0.2","0","0.4","0.3","0.7","0.3","0.1","0.1","","",
"Sólo BIRF","IBD","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BIRF y la AIF","IBT","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"total de la AIF","IDA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7","24.1","24.4","23.9","23.7","23.8","22.8","22.2","21.9","21.7","21.4","21","20.3","19.5","18.6","17.1","16.1","15.2","14.4","13.6","13.3","12.4","11.9","11.5","11.1","10.7","10.7","10.6","10.4","10.1","10.1","","",
"mezcla de la AIF","IDB","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","25.4","","","23.7","","","16.1","","","15.9","","","11.4","","20.3","8.6","7.7","6.4","3.3","3.5","4.4","3.5","5.4","3.9","3.6","2.9","2.3","1.8","1.4","1.1","0.9","0.9","0.8","0.6","0.5","0.3","0.2","0.3",
"Sólo AIF","IDX","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de Man","IMN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","21.8","","","","","","17.9","","","","14.5","","","","","","12.8","","","","","","","","","","","9.8","","","","","7.5","","4.6","","","","","","","","","","",
"No clasificado","INX","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","","","","0.1","0.1","0.1","","","","0","","0","0.1","0","0","0.1","0","0.1","0.4","0.3","0.4","0.1","0.5","0.3","0.3","0.1","0.2","0","","","",
"Irán, República Islámica del","IRN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","","","","1.6","","","","0.6","","","","0.5","","","","","","","0.1","0.1","","","0.3","","","","0","0.1","0.1","0.1","0.1","0.1","0.1","","",
"Iraq","IRQ","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","","","0.3","","","","","","","","","",
"Islandia","ISL","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.1","0","0.1","0","0","0.1","0.1","0.1","0","0","0","0","0","0","","","","",
"Israel","ISR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.1","","","","","","0","","","","","0.2","","","","0","0.3","0.2","0.3","0.3","0.1","0.2","0.2","0.2","0.1","0.1","0.3","0.2","0.2","0.2","0","0.2","0.2","","","",
"Italia","ITA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","1","","0","","0.2","","0.8","","0.5","","","1.4","","1.1","","","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.9","0.9","0.8","1.1","0.9","1.4","1.2","1.1","1","","","",
"Jamaica","JAM","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","","0.9","","","2.6","","","0.8","","","0.7","","","0.7","","0.4","","","","","","","","","","","","","","","","","",
"Jordania","JOR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.5","","","","","0.3","","","","","0.1","","","","0","","0","","0","","","","","","","","","","","",
"Japón","JPN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","0","","","0.2","","","","","","","","",
"Kazajstán","KAZ","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","","","","2.2","1.1","0.7","0.3","1.3","0.1","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Kenya","KEN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9","","11.4","","","9.9","","","","","","","","16.4","","","","","","","","","","11.7","","","","","","",
"Kirguistán","KGZ","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","7.4","6.9","4.7","2.1","2.2","1.3","1.5","0.5","0.2","0.9","0.1","0.6","0.3","0.2","0.3","0.2","0.2","0.1","0.1","0.2","",
"Camboya","KHM","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","","","","","","","","","","","0.2","","",
"Saint Kitts y Nevis","KNA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República de","KOR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","0.2","","0.2","","0.1","","0.1","","0","","","","","",
"Kuwait","KWT","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Democrática Popular Lao","LAO","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","15","","","","","7.5","","","","","5.9","","","","","3","","","","","","1.8","","","",
"Líbano","LBN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","",
"Liberia","LBR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3","","","","","","","13.1","","14.5","","","","","",
"Libia","LBY","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Santa Lucía","LCA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7","","","","","","","","","","","","","","","","","","","","","2.6","","","","","",
"América Latina y el Caribe","LCN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","5.6","5.8","7","6.8","6.3","4.7","5.8","6.5","6.4","6.6","6.3","6.4","6.3","5.8","5.8","6.9","6.4","6","6","5.6","5.3","4.8","4.6","4.1","3.9","3.1","3.1","2.8","2.7","2.4","2.3","1.7","1.5","1.4","1.3","1.4","1.4","1.4","1.4","","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Países de ingreso bajo","LIC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","30.9","30.6","29.8","29.2","29.1","28.6","28.6","27.5","25.8","24.7","23.9","22.8","21.5","21.8","20.6","19.7","19.3","18.7","18.1","18.3","18.2","18.1","17.8","","","",
"Liechtenstein","LIE","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","","","","","1.6","","","","","1.7","","","","","","","1.5","","","","0.7","","","0.5","","","0.3","","","","0.1","","","","","",
"Países de ingreso mediano bajo","LMC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","18.6","18.4","17.7","17.1","16.5","16.2","16","15.5","15.2","14.6","14.4","13.9","13.6","13.3","12.7","12.1","12.1","12.6","11.4","","10.7","10","9.6","9","8.4","8.1","7.4","7","6.6","5.8","4.9","4.4","4.1","3.7","3.4","3.2","3","2.8","","","",
"Ingreso mediano y bajo","LMY","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","22.9","21.8","20.4","18.4","17.2","16.4","15.7","14.5","16.4","15.9","15.7","15.2","14.7","13.7","12.7","12","12","12.2","11.6","11.1","10.6","10","9.3","8.4","7.6","7.2","6.7","6.4","6.1","5.4","4.7","4.4","3.9","3.7","3.6","3.4","3.3","","","","",
"Lesotho","LSO","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3","","","","","","","","28.6","","","","","","","","32.5","","","","","","","","","","","","","","","9.4","","","","",
"avanzada del dividendo demográfico","LTE","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lituania","LTU","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","0.9","0.7","0.8","0.9","1.2","1","0.5","0.7","0.5","0.7","0.5","0.7","0.8","0.5","0.4","","",
"Luxemburgo","LUX","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","0","","","0","","","0","","","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.2","0.1","0.2","0.1","0.1","","",
"Letonia","LVA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.2","0.8","0.3","0.5","0.9","0.7","0.5","0.5","0.6","0.4","0.4","0.3","0.3","0.2","0.2","","",
"Región Administrativa Especial de Macao, China","MAC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de San Martín (parte francesa)","MAF","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","2.2","","","","","","0.4","","","","","","","","1.4","","1.2","","","","","","0.6","","","","","","","0.2","","","","","","","","",
"Mónaco","MCO","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República de Moldova","MDA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","8.8","12.3","10.7","7.7","3.8","1.4","1.8","3.2","0.6","0.3","0.2","0.1","0.1","0","0","0","0","0","0","0","0","0","","",
"Madagascar","MDG","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","17.8","","","","","","","","","","","","","30.8","","","","28.5","","27.5","","34.1","","","","30.4","","","","","37.9","","40.3","","","","","","","","","",
"Maldivas","MDV","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","","","","","","","0.7","","","","","","","0","","","0","","",
"Oriente Medio y Norte de África","MEA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.6","1.6","1.6","1.6","1.2","2.4","1.6","1.2","1.2","1.2","1.1","0.9","0.8","0.7","0.6","0.6","","0.8","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.5","0.4","0.4","0.5","1.2","1.5","1.7","2.2","","","",
"México","MEX","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","2","","2.3","","7.2","","4.3","","2.9","","2.1","","2","2.2","1.2","","1.7","","1.6","","1.2","","1.1","","0.9","","0.7","","1","",
"Islas Marshall","MHL","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","",
" Ingreso mediano","MIC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macedonia del Norte","MKD","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","6.1","4.2","2.9","1.9","2","2.2","1.7","1.9","1.2","","","",
"Malí","MLI","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.5","","","","","","","23.5","","","","","18.2","","","15.8","","","","","","","","","3.4","","","",
"Malta","MLT","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.1","0.2","0.1","0.1","0","0","0","0.1","0.1","0.1","0.1","0.1","","",
"Myanmar","MMR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","","0.2","","","","",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1","0.4","0.3","1.5","1.8","1.1","","","",
"Mongolia","MNG","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","7.2","","","","2.1","","","","","0.2","","","0.1","0.1","0.1","","0","","0.1","","0.1","","","",
"Mariana","MNP","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.2","","","","","","40.8","","","","","","32.1","","","","","","28.6","","","","","","","",
"Mauritania","MRT","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3","","","","","","13.7","","6.1","","","","","5.6","","","","4.3","","","","2.8","","","","","","1.4","","","","","","","",
"Mauricio","MUS","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","","","0.1","","","","","0","","","","",
"Malawi","MWI","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","","","","","","30.7","","","","","","33.3","","","","","","28.7","","","32.1","","",
"Malasia","MYS","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","","0.3","","0.2","","","0.1","","","0.2","","0","","","","","","0.2","","","0.1","","0.1","","","0","","0","","0","","","","","","",
"América del Norte","NAC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6","","","","","","7","","","","","","4.8","","","","","","",
"Nueva Caledonia","NCL","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Níger","NER","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4","","43.4","","","","","","","","","","","35.8","","29.1","","","","14.2","","","13.7","","","","11.3","","","",
"Nigeria","NGA","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","22.8","","","","","","","28.6","","","","32.4","","","","","","","23.2","","","","","","","14.2","","13.7","","","13","","","12.5","","","",
"Nicaragua","NIC","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4","","","","","10.7","","","5.7","","","","2.2","","","","2","","","","","0.8","","","","","","","",
"Países Bajos","NLD","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","0.2","","","0.6","","","0.7","","","","","","0.2","","","","","0.1","0.1","0","0","0.1","0.1","0","0.1","0","0","0","0","0","0.1","0.1","0","","",
"Noruega","NOR","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","0.2","","","","","","","0","","","","","0.2","","","","0.2","","","","","0.2","","","0.1","0.2","0.1","0.1","0.1","0.1","0","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.1","","",
"Nepal","NPL","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7","","","","","","","","16.5","","","","","","","3","","","","","","","","","","","",
"Nauru","NRU","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","","","","","","",
"Nueva Zelandia","NZL","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Miembros OCDE","OED","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Omán","OMN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Otros Estados pequeos","OSS","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistán","PAK","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9","","","21.1","","","","","","3","","5.3","","","5.6","","","3.1","2.8","","1.7","","","1","0.9","","0.8","","0.5","","","0.4","","","",
"Panamá","PAN","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","1.7","","","","","","","","","","16.3","","14","","","","11","","9.2","9.9","8.5","6.5","8","4.5","4.6","4","3.8","4.5","2.7","1.4","0.8","1.3","0.9","1.3","0.8","1.1","0.5","0.5","0.9","0.5","0.4","","",
"Perú","PER","Brecha de pobreza a $1,90 por día (2011 PPA) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","6.6","6.8","6.1","6.4","5.5","3.8","4.5","5.4","4.6","3.7","2.8","2.2","1.6","1.4","1.4","1.2","1","1","0.9","0.9","0.7","0.6","1.4","",
